time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-09T02:53:37.947Z,1.0803,121.1367,53.481,4.9,mb,59,63,0.356,1.34,us,us7000nqtx,2024-11-09T03:12:39.040Z,"222 km WNW of Gorontalo, Indonesia",earthquake,4.84,5.936,0.076,57,reviewed,us,us
2024-11-09T01:12:44.321Z,10.1447,125.9884,81.618,4.6,mb,51,100,3.082,0.74,us,us7000nqtc,2024-11-09T01:38:38.040Z,"14 km NNW of Santa Monica, Philippines",earthquake,6.44,7.058,0.075,55,reviewed,us,us
2024-11-08T23:26:33.722Z,25.5116,143.1014,13.697,4.9,mb,43,127,1.779,1.17,us,us7000nqsv,2024-11-08T23:41:56.040Z,"Volcano Islands, Japan region",earthquake,8.1,4.556,0.09,39,reviewed,us,us
2024-11-08T20:06:05.003Z,65.3972,-134.5748,8.052,4.9,mww,263,13,1.563,0.59,us,us7000nqqx,2024-11-09T20:10:19.559Z,"275 km ENE of Dawson City, Canada",earthquake,4.58,3.648,0.075,17,reviewed,us,us
2024-11-08T19:58:45.587Z,52.9089,160.4905,47.414,4.6,mb,81,131,1.119,0.72,us,us7000nqqv,2024-11-08T20:36:54.040Z,"126 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,10.22,5.546,0.06,89,reviewed,us,us
2024-11-08T18:36:50.657Z,25.0682,142.7603,25.859,4.6,mb,94,124,2.084,0.68,us,us7000nqqp,2024-11-08T22:28:12.040Z,"Volcano Islands, Japan region",earthquake,8.54,5.664,0.066,76,reviewed,us,us
2024-11-08T16:31:01.912Z,1.0959,94.396,42.881,4.6,mb,18,217,4.831,0.28,us,us7000nqn9,2024-11-08T17:17:57.040Z,"268 km SW of Sinabang, Indonesia",earthquake,10.14,6.968,0.157,13,reviewed,us,us
2024-11-08T16:23:58.155Z,-25.192,179.9105,512.241,4.5,mb,36,96,4.472,0.9,us,us7000nqmb,2024-11-08T16:37:44.040Z,"south of the Fiji Islands",earthquake,11.55,8.463,0.069,62,reviewed,us,us
2024-11-08T16:17:24.936Z,-25.1464,178.6394,577.205,4.6,mb,31,118,5.099,0.58,us,us7000nqm9,2024-11-08T16:41:21.040Z,"south of the Fiji Islands",earthquake,14.98,12.832,0.103,28,reviewed,us,us
2024-11-08T15:15:12.036Z,-28.7234,-71.5073,38.344,4.6,mb,30,99,0.643,1.08,us,us7000nqly,2024-11-08T15:29:30.040Z,"74 km WSW of Vallenar, Chile",earthquake,5.16,8.467,0.122,21,reviewed,us,us
2024-11-08T14:50:47.698Z,51.3755,-176.6414,35,4.8,mb,40,174,0.574,0.95,us,us7000nqlu,2024-11-08T18:07:21.259Z,"55 km S of Adak, Alaska",earthquake,5.88,1.945,0.035,247,reviewed,us,us
2024-11-08T14:04:01.165Z,38.5367,39.701,10,4.7,mb,41,85,1.202,0.78,us,us7000nqls,2024-11-08T14:51:35.685Z,"24 km SW of Kovancılar, Turkey",earthquake,4.17,1.459,0.11,25,reviewed,us,us
2024-11-08T11:37:57.944Z,-46.786,-76.1693,10,6.2,mww,48,195,2.471,1.06,us,us7000nql2,2024-11-09T11:44:48.478Z,"278 km WNW of Cochrane, Chile",earthquake,7.94,1.928,0.038,68,reviewed,us,us
2024-11-08T10:37:42.503Z,-1.4882,-77.4947,195.917,5.1,mww,60,64,0.53,1.12,us,us7000nqkx,2024-11-08T16:30:27.208Z,"56 km E of Puyo, Ecuador",earthquake,8.01,7.399,0.065,23,reviewed,us,us
2024-11-08T08:01:20.849Z,-4.6946,128.3521,266.72,4.5,mb,24,60,1.557,0.27,us,us7000nqkj,2024-11-08T08:25:17.040Z,"112 km S of Ambon, Indonesia",earthquake,6.98,9.305,0.135,16,reviewed,us,us
2024-11-08T07:25:16.355Z,51.3018,-178.4836,45.599,4.7,mb,49,138,0.326,0.85,us,us7000nqkc,2024-11-08T08:26:18.898Z,"143 km WSW of Adak, Alaska",earthquake,4.27,6.675,0.037,226,reviewed,us,us
2024-11-08T05:00:54.909Z,29.9346,92.3024,10,4.6,mb,42,103,6.516,0.58,us,us7000nqjm,2024-11-08T06:36:09.040Z,"120 km ENE of Lhasa, China",earthquake,10.17,1.873,0.098,31,reviewed,us,us
2024-11-08T02:53:22.940Z,-41.4541,-84.6349,10,5,mb,31,138,9.055,0.86,us,us7000nqj9,2024-11-08T03:19:04.040Z,"West Chile Rise",earthquake,13.46,1.894,0.049,132,reviewed,us,us
2024-11-08T01:17:19.591Z,25.5174,142.6689,22.218,4.6,mb,54,130,1.631,0.54,us,us7000nqj5,2024-11-08T01:39:31.040Z,"Volcano Islands, Japan region",earthquake,13.3,5.702,0.064,73,reviewed,us,us
2024-11-07T21:43:58.242Z,25.425,142.6876,10,4.6,mb,33,132,1.724,0.93,us,us7000nqi9,2024-11-07T22:41:22.040Z,"Volcano Islands, Japan region",earthquake,11.48,1.921,0.109,25,reviewed,us,us
2024-11-07T20:23:10.113Z,25.5101,142.7492,10,4.6,mb,51,123,1.658,0.65,us,us7000nqhg,2024-11-07T21:41:42.040Z,"Volcano Islands, Japan region",earthquake,11.73,1.9,0.081,45,reviewed,us,us
2024-11-07T20:11:24.533Z,25.4807,142.6476,10,4.8,mb,85,98,1.661,0.44,us,us7000nqhf,2024-11-07T21:34:29.040Z,"Volcano Islands, Japan region",earthquake,10.62,1.878,0.045,156,reviewed,us,us
2024-11-07T20:07:06.214Z,25.2754,142.6811,10,4.7,mb,70,112,1.867,0.78,us,us7000nqhd,2024-11-07T21:15:40.040Z,"Volcano Islands, Japan region",earthquake,10.94,1.901,0.074,55,reviewed,us,us
2024-11-07T20:06:29.105Z,25.2908,142.6431,10,4.5,mb,41,146,1.844,0.49,us,us7000nqhs,2024-11-07T21:24:10.040Z,"Volcano Islands, Japan region",earthquake,12.04,1.93,0.095,32,reviewed,us,us
2024-11-07T19:53:54.277Z,25.4663,142.6729,10,5.2,mww,86,116,1.681,0.74,us,us7000nqha,2024-11-07T20:14:51.040Z,"Volcano Islands, Japan region",earthquake,9.58,1.872,0.068,21,reviewed,us,us
2024-11-07T19:12:30.536Z,25.4702,142.8763,10,4.7,mb,72,66,1.734,0.67,us,us7000nqh5,2024-11-07T19:40:31.040Z,"Volcano Islands, Japan region",earthquake,9.46,1.882,0.06,84,reviewed,us,us
2024-11-07T17:07:14.271Z,-5.724,154.336,130.942,4.5,mb,30,96,2.646,0.71,us,us7000nqgq,2024-11-07T17:44:32.040Z,"143 km WNW of Panguna, Papua New Guinea",earthquake,10.79,7.882,0.113,23,reviewed,us,us
2024-11-07T16:42:04.957Z,-5.7029,154.4274,91.464,5.2,mww,54,100,2.71,0.77,us,us7000nqfp,2024-11-07T17:03:18.040Z,"135 km WNW of Panguna, Papua New Guinea",earthquake,7.36,6.862,0.071,19,reviewed,us,us
2024-11-07T15:54:10.882Z,25.5181,142.671,37.757,4.7,mb,40,143,1.631,0.52,us,us7000nqec,2024-11-07T16:25:19.040Z,"Volcano Islands, Japan region",earthquake,9.56,7.066,0.097,32,reviewed,us,us
2024-11-07T14:56:57.938Z,-24.3071,-67.9645,110.798,4.8,mb,51,56,1.363,0.9,us,us7000nqea,2024-11-07T15:11:32.040Z,"156 km S of San Pedro de Atacama, Chile",earthquake,3.75,7.351,0.037,222,reviewed,us,us
2024-11-07T12:05:20.563Z,25.6363,142.4165,29.645,4.7,mb,46,129,1.468,0.8,us,us7000nqe1,2024-11-07T13:46:23.040Z,"Volcano Islands, Japan region",earthquake,12.03,5.931,0.094,34,reviewed,us,us
2024-11-07T09:07:51.634Z,29.2849,130.6395,35,4.9,mb,48,69,2.223,0.94,us,us7000nqdq,2024-11-07T09:39:56.040Z,"105 km S of Koshima, Japan",earthquake,7.36,1.919,0.088,41,reviewed,us,us
2024-11-07T09:00:05.104Z,-56.2107,-27.275,102.654,5.1,mb,46,67,5.612,0.53,us,us7000nqdi,2024-11-07T09:19:45.040Z,"South Sandwich Islands region",earthquake,7.93,6.901,0.079,52,reviewed,us,us
2024-11-07T06:24:38.456Z,-14.757,-75.1545,54.789,5,mb,62,120,3.205,0.8,us,us7000nqcy,2024-11-16T22:50:49.805Z,"12 km SE of Changuillo, Peru",earthquake,8.99,7.342,0.037,236,reviewed,us,us
2024-11-07T04:31:33.207Z,-42.2511,74.8589,10,5.4,mww,96,18,4.911,0.54,us,us7000nqcc,2024-11-11T03:48:00.957Z,"Mid-Indian Ridge",earthquake,9.67,1.727,0.066,22,reviewed,us,us
2024-11-07T02:12:34.367Z,25.4828,142.6825,10,5,mb,56,65,1.667,0.8,us,us7000nqc3,2024-11-11T02:55:49.040Z,"Volcano Islands, Japan region",earthquake,11.06,1.861,0.07,65,reviewed,us,us
2024-11-07T01:55:31.364Z,-30.3078,-177.1614,10,5.5,mb,82,48,1.233,0.48,us,us7000nqc0,2024-11-11T00:36:56.998Z,"Kermadec Islands, New Zealand",earthquake,9.73,1.753,0.035,277,reviewed,us,us
2024-11-07T01:11:47.174Z,25.484,142.8226,10.274,5.2,mww,88,50,1.704,0.47,us,us7000nqby,2024-11-11T00:19:21.040Z,"Volcano Islands, Japan region",earthquake,9.32,3.658,0.075,17,reviewed,us,us
2024-11-06T22:55:04.063Z,25.4621,142.8479,8,5.8,mww,185,23,1.732,0.61,us,us7000nqb9,2024-11-07T23:00:14.451Z,"Volcano Islands, Japan region",earthquake,8.09,1.751,0.056,31,reviewed,us,us
2024-11-06T20:19:56.366Z,29.8251,92.1809,10,4.7,mb,78,44,6.383,0.68,us,us7000nqak,2024-11-06T21:19:46.040Z,"106 km E of Lhasa, China",earthquake,8.13,1.86,0.07,63,reviewed,us,us
2024-11-06T18:06:18.460Z,-7.4485,129.0443,129.956,4.5,mb,30,107,3.03,0.54,us,us7000nqa7,2024-11-06T20:11:14.040Z,"254 km ENE of Lospalos, Timor Leste",earthquake,9.75,7.347,0.118,21,reviewed,us,us
2024-11-06T17:19:36.448Z,23.5462,121.6662,10,5,mwr,74,58,0.904,1.11,us,us7000nqa4,2024-11-17T01:04:50.482Z,"48 km S of Hualien City, Taiwan",earthquake,3.77,1.855,0.068,21,reviewed,us,us
2024-11-06T15:55:08.401Z,-18.0569,-177.8409,434.209,5.9,mww,126,32,3.093,0.9,us,us7000nq9w,2024-11-14T20:50:47.062Z,"Fiji region",earthquake,9.28,5.104,0.054,33,reviewed,us,us
2024-11-06T15:38:47.574Z,-20.8572,-178.643,588.093,5.1,mb,140,28,4.396,0.71,us,us7000nq9t,2024-11-10T23:41:13.040Z,"Fiji region",earthquake,10.29,5.955,0.026,488,reviewed,us,us
2024-11-06T15:27:45.086Z,-11.9576,166.1371,10,4.7,mb,32,186,6.578,0.87,us,us7000nq9s,2024-11-10T23:34:10.040Z,"141 km SSE of Lata, Solomon Islands",earthquake,7.02,1.926,0.11,25,reviewed,us,us
2024-11-06T15:19:34.262Z,-33.6041,-177.6811,35,4.6,mb,22,215,4.334,0.99,us,us7000nq9q,2024-11-10T23:14:44.040Z,"south of the Kermadec Islands",earthquake,6.41,2.011,0.141,15,reviewed,us,us
2024-11-06T14:36:23.490Z,-4.7902,153.302,52.155,5.9,mww,208,20,1.281,0.57,us,us7000nq9e,2024-11-07T14:38:43.103Z,"124 km ESE of Kokopo, Papua New Guinea",earthquake,6.23,4.471,0.043,51,reviewed,us,us
2024-11-06T09:14:52.589Z,-3.3545,139.8406,94.045,4.6,mb,17,105,1.199,0.45,us,us7000nq8q,2024-11-06T10:10:04.040Z,"121 km SW of Abepura, Indonesia",earthquake,10.17,9.677,0.141,15,reviewed,us,us
2024-11-06T07:01:19.595Z,-21.3652,-68.6776,117.841,5,mb,48,43,0.678,1,us,us7000nq7d,2024-11-07T14:42:24.808Z,"46 km WSW of Ollagüe, Chile",earthquake,2.88,5.951,0.065,76,reviewed,us,us
2024-11-05T19:39:41.219Z,-12.9349,-75.1973,79.395,5.7,mww,119,59,1.862,0.85,us,us7000nq3d,2024-11-16T22:52:47.547Z,"14 km NNW of Santa Ana, Peru",earthquake,7.62,6.353,0.049,40,reviewed,us,us
2024-11-05T18:08:27.112Z,24.0815,121.8759,37.306,4.6,mb,30,66,0.742,0.75,us,us7000nq32,2024-11-06T17:43:10.505Z,"29 km ENE of Hualien City, Taiwan",earthquake,4.01,7.874,0.141,15,reviewed,us,us
2024-11-05T11:42:32.230Z,19.16,-155.51183333333,38.35,4.75,ml,60,112,0.04722,0.11,hv,hv74522742,2024-11-17T01:29:36.150Z,"5 km SW of Pāhala, Hawaii",earthquake,0.42,0.44,0.183679842231,44,reviewed,hv,hv
2024-11-05T10:06:02.413Z,49.4193,147.1684,576.681,5.3,mb,104,82,3.841,0.61,us,us7000nq1g,2024-11-05T10:22:17.040Z,"296 km E of Poronaysk, Russia",earthquake,9.34,8.005,0.026,502,reviewed,us,us
2024-11-05T09:27:45.439Z,38.784,70.2761,10,4.7,mb,38,65,0.884,0.62,us,us7000nq0j,2024-11-05T13:29:05.040Z,"27 km SSE of Novobod, Tajikistan",earthquake,4.65,1.921,0.126,19,reviewed,us,us
2024-11-05T09:03:02.996Z,38.5183,70.5238,10,4.7,mb,27,144,0.987,0.72,us,us7000nq0i,2024-11-05T13:31:43.092Z,"58 km SSE of Rasht, Tajikistan",earthquake,7.69,1.942,0.104,28,reviewed,us,us
2024-11-05T03:14:07.421Z,5.2975,-77.4477,39.391,5,mww,57,57,2.105,0.56,us,us7000npzi,2024-11-05T17:45:30.105Z,"39 km NNW of Pizarro, Colombia",earthquake,8.06,2.535,0.073,18,reviewed,us,us
2024-11-05T01:48:48.283Z,16.2706,122.229,35,4.7,mb,56,132,7.153,0.65,us,us7000npz9,2024-11-17T01:46:27.776Z,"49 km SE of Minuri, Philippines",earthquake,8.88,1.854,0.083,44,reviewed,us,us
2024-11-05T00:31:12.632Z,-20.116,-173.9599,10,5,mb,52,61,1.567,0.88,us,us7000npz0,2024-11-05T00:49:19.040Z,"53 km SE of Pangai, Tonga",earthquake,10.45,1.867,0.062,83,reviewed,us,us
2024-11-04T20:46:24.759Z,25.434,142.5729,10,4.7,mb,57,120,1.691,0.56,us,us7000npxd,2024-11-04T21:10:40.040Z,"Volcano Islands, Japan region",earthquake,10.47,1.89,0.08,48,reviewed,us,us
2024-11-04T17:51:03.866Z,-12.3355,166.7681,248.19,4.5,mb,45,68,8.508,0.48,us,us7000npwt,2024-11-04T18:07:52.040Z,"190 km NNW of Sola, Vanuatu",earthquake,12.77,8.181,0.076,51,reviewed,us,us
2024-11-04T15:10:56.088Z,35.5317,140.0284,70.646,4.6,mb,57,122,1.786,0.74,us,us7000npv8,2024-11-05T06:06:35.535Z,"5 km WNW of Ichihara, Japan",earthquake,6.53,7.003,0.087,39,reviewed,us,us
2024-11-04T15:03:53.104Z,-17.5119,-69.2447,159.209,4.5,mb,71,68,0.237,0.79,us,us7000npv7,2024-11-04T16:56:05.040Z,"81 km ENE of Palca, Peru",earthquake,7.67,5.566,0.076,50,reviewed,us,us
2024-11-04T12:49:15.878Z,-20.3254,-177.55,501.088,4.6,mb,48,100,4.816,0.7,us,us7000npuw,2024-11-05T06:40:28.040Z,"252 km WNW of Houma, Tonga",earthquake,13.22,7.937,0.075,53,reviewed,us,us
2024-11-04T08:32:26.967Z,8.0326,126.3166,10,4.9,mb,71,87,1.204,0.69,us,us7000nptx,2024-11-04T09:01:09.876Z,"10 km W of Lingig, Philippines",earthquake,8.12,1.868,0.052,119,reviewed,us,us
2024-11-04T07:57:21.349Z,56.3918,-34.0674,10,4.9,mb,90,67,8.76,0.5,us,us7000npts,2024-11-04T08:20:05.040Z,"Reykjanes Ridge",earthquake,7.89,1.821,0.037,230,reviewed,us,us
2024-11-04T03:26:05.146Z,-8.917,110.2288,103.318,4.5,mb,17,133,1.868,0.6,us,us7000npsx,2024-11-04T04:13:43.040Z,"107 km S of Bambanglipuro, Indonesia",earthquake,8.24,9.549,0.205,7,reviewed,us,us
2024-11-03T21:18:40.134Z,-19.0011,-66.918,257.722,4.7,mb,75,43,2.249,1.07,us,us7000nprz,2024-11-03T21:35:02.040Z,"19 km SW of Challapata, Bolivia",earthquake,7.73,7.159,0.033,273,reviewed,us,us
2024-11-03T19:48:44.259Z,-53.8662,2.802,10,4.9,mb,45,64,18.041,0.51,us,us7000nprm,2024-11-03T20:08:09.040Z,"Bouvet Island region",earthquake,7.76,1.746,0.086,42,reviewed,us,us
2024-11-03T19:20:49.880Z,25.4788,142.7637,10,4.7,mb,50,125,1.692,0.92,us,us7000npre,2024-11-03T19:47:50.040Z,"Volcano Islands, Japan region",earthquake,11.63,1.906,0.087,40,reviewed,us,us
2024-11-03T17:09:26.013Z,25.4153,142.4937,10,4.7,mb,45,141,1.696,0.48,us,us7000npqy,2024-11-03T17:30:56.040Z,"Volcano Islands, Japan region",earthquake,10.52,1.921,0.096,33,reviewed,us,us
2024-11-03T17:03:52.194Z,40.0979,23.2479,9,5.2,mww,107,24,0.582,0.56,us,us7000npqn,2024-11-17T01:03:43.705Z,"12 km SSW of Néa Poteídaia, Greece",earthquake,2.7,1.83,0.043,52,reviewed,us,us
2024-11-03T16:06:40.509Z,-3.415,145.8694,19.232,5,mb,32,73,5.236,0.83,us,us7000npqk,2024-11-03T16:21:50.040Z,"199 km N of Madang, Papua New Guinea",earthquake,9.99,4.973,0.094,36,reviewed,us,us
2024-11-03T15:34:55.690Z,25.4158,142.645,22.161,4.8,mb,34,121,1.723,0.59,us,us7000npqj,2024-11-03T16:24:37.040Z,"Volcano Islands, Japan region",earthquake,10.14,4.959,0.081,47,reviewed,us,us
2024-11-03T14:09:33.812Z,25.4729,142.5714,38.276,4.8,mb,35,130,1.653,0.57,us,us7000npqd,2024-11-03T14:32:36.040Z,"Volcano Islands, Japan region",earthquake,12.8,6.749,0.105,28,reviewed,us,us
2024-11-03T12:20:49.342Z,25.4098,142.5467,10,4.7,mb,59,111,1.71,0.82,us,us7000npq2,2024-11-03T13:23:54.040Z,"Volcano Islands, Japan region",earthquake,8.33,1.877,0.058,90,reviewed,us,us
2024-11-03T12:06:47.006Z,25.4573,142.5981,10,4.9,mb,69,90,1.673,1.04,us,us7000npq0,2024-11-03T13:02:39.040Z,"Volcano Islands, Japan region",earthquake,10.87,1.896,0.069,68,reviewed,us,us
2024-11-03T11:17:45.103Z,-21.5515,-178.8835,573.724,5,mb,53,97,4.762,0.76,us,us7000nppn,2024-11-03T11:33:07.040Z,"Fiji region",earthquake,12.47,8.88,0.089,40,reviewed,us,us
2024-11-03T10:56:48.534Z,51.4872,-175.6262,33,5.8,mww,121,70,0.533,0.62,us,us7000nppj,2024-11-17T11:06:57.582Z,"81 km ESE of Adak, Alaska",earthquake,4.21,1.882,0.068,21,reviewed,us,us
2024-11-03T07:57:27.764Z,-7.5123,126.7752,249.783,4.8,mb,48,51,4.302,0.64,us,us7000npp7,2024-11-03T08:15:02.040Z,"112 km NNE of Baukau, Timor Leste",earthquake,8.76,7.51,0.088,40,reviewed,us,us
2024-11-03T05:59:52.820Z,-5.4518,152.0393,50.122,4.9,mb,37,150,1.258,1.12,us,us7000npnr,2024-11-03T06:57:49.040Z,"125 km SSW of Kokopo, Papua New Guinea",earthquake,10.33,7.629,0.093,36,reviewed,us,us
2024-11-03T05:23:05.679Z,25.5322,128.8029,10,4.7,mb,39,73,1.383,0.49,us,us7000npng,2024-11-03T05:45:37.040Z,"128 km SE of Katsuren-haebaru, Japan",earthquake,5.8,1.876,0.112,24,reviewed,us,us
2024-11-03T04:04:04.620Z,-35.7026,-69.5173,189.089,5.4,mww,118,39,1.377,0.94,us,us7000npn0,2024-11-17T01:06:30.657Z,"129 km NNE of Barrancas, Argentina",earthquake,6.83,4.67,0.039,63,reviewed,us,us
2024-11-03T03:10:37.062Z,-26.4653,-11.3971,10,4.5,mb,23,77,26.183,0.96,us,us7000npmr,2024-11-05T22:13:38.040Z,"southern Mid-Atlantic Ridge",earthquake,13.51,1.894,0.122,21,reviewed,us,us
2024-11-03T01:46:11.557Z,35.2471,52.3587,35,4.6,mb,56,95,4.788,0.74,us,us7000npmi,2024-11-07T20:55:23.082Z,"4 km ENE of Īstgāh-e Rāh Āhan-e Garmsār, Iran",earthquake,8.56,1.918,0.068,65,reviewed,us,us
2024-11-03T01:28:29.555Z,-37.2505,177.4296,139.25,4.6,mb,32,49,0.764,0.88,us,us7000npmb,2024-11-03T01:49:49.040Z,"85 km N of Opotiki, New Zealand",earthquake,8.17,6.693,0.114,24,reviewed,us,us
2024-11-02T23:54:17.885Z,0.4725,126.6829,67.612,4.7,mb,38,54,0.745,0.82,us,us7000nply,2024-11-03T00:10:00.040Z,"85 km WSW of Ternate, Indonesia",earthquake,7.95,7.614,0.108,26,reviewed,us,us
2024-11-02T21:04:13.623Z,9.239,40.1035,10,4.7,mb,51,116,10.682,1.01,us,us7000npla,2024-11-03T07:57:46.770Z,"29 km NNW of Āwash, Ethiopia",earthquake,8.53,1.913,0.087,40,reviewed,us,us
2024-11-02T19:59:15.189Z,12.545,-87.9507,68.502,5.1,mww,87,142,0.92,1.11,us,us7000npl2,2024-11-02T21:25:05.881Z,"58 km WSW of Jiquilillo, Nicaragua",earthquake,5.39,5.856,0.049,40,reviewed,us,us
2024-11-02T19:28:58.609Z,25.4405,142.8273,10,4.9,mb,80,90,1.746,0.62,us,us7000npky,2024-11-02T19:52:15.040Z,"Volcano Islands, Japan region",earthquake,10.28,1.876,0.047,142,reviewed,us,us
2024-11-02T18:08:51.452Z,10.4571,-86.2296,10,4.6,mb,79,183,0.903,0.76,us,us7000npkh,2024-11-02T21:32:00.040Z,"45 km WNW of Tamarindo, Costa Rica",earthquake,5.49,1.936,0.061,83,reviewed,us,us
2024-11-02T17:18:04.504Z,-18.4405,-177.5472,551.23,4.5,mb,37,88,3.531,0.54,us,us7000npkd,2024-11-02T17:49:40.040Z,"Fiji region",earthquake,14.13,9.692,0.096,35,reviewed,us,us
2024-11-02T15:33:17.771Z,52.3777,-165.104,9.733,4.5,mb,146,83,1.695,0.43,us,us7000npjx,2024-11-02T16:28:39.040Z,"192 km SSE of Unalaska, Alaska",earthquake,5.34,3.817,0.04,192,reviewed,us,us
2024-11-02T10:19:42.455Z,-6.2562,103.6905,18.849,5.2,mb,69,61,2.02,0.88,us,us7000npiy,2024-11-02T10:53:02.022Z,"196 km WSW of Bandar Lampung, Indonesia",earthquake,7.75,4.374,0.065,79,reviewed,us,us
2024-11-02T08:33:41.320Z,-16.6769,-173.4622,63.464,4.6,mb,22,113,3.194,1.6,us,us7000npij,2024-11-03T05:39:59.040Z,"87 km SSE of Hihifo, Tonga",earthquake,10.36,8.071,0.146,14,reviewed,us,us
2024-11-02T07:42:14.530Z,-29.6606,-71.2425,68.275,5,mb,92,93,0.257,0.82,us,us7000npid,2024-11-16T22:52:23.924Z,"27 km N of La Serena, Chile",earthquake,5.07,3.493,0.031,323,reviewed,us,us
2024-11-02T06:27:32.595Z,21.227,121.029,16.672,5,mb,43,119,2.096,0.83,us,us7000nphz,2024-11-02T07:12:42.040Z,"90 km SSE of Hengchun, Taiwan",earthquake,9.68,5.68,0.068,68,reviewed,us,us
2024-11-02T05:50:52.276Z,41.5266,79.4209,10,4.7,mb,39,62,1.8,1.11,us,us7000nphu,2024-11-02T06:28:46.040Z,"81 km WNW of Aksu, China",earthquake,8.01,1.854,0.093,35,reviewed,us,us
2024-11-02T05:03:54.852Z,-17.9649,-178.4687,580.061,5.3,mb,89,41,2.54,1.05,us,us7000nphp,2024-11-05T08:09:55.040Z,"234 km E of Levuka, Fiji",earthquake,11.06,8.381,0.037,239,reviewed,us,us
2024-11-01T23:00:03.845Z,7.39,126.2387,10,4.5,mb,36,114,0.728,1.23,us,us7000npgq,2024-11-02T01:14:25.802Z,"26 km SSE of Bantacan, Philippines",earthquake,6,1.894,0.107,26,reviewed,us,us
2024-11-01T21:35:46.127Z,33.8434,86.4422,10,4.6,mb,34,90,6.106,0.85,us,us7000npga,2024-11-01T21:58:43.040Z,"western Xizang",earthquake,11.23,1.908,0.104,28,reviewed,us,us
2024-11-01T21:13:20.247Z,8.9284,40.2229,10,4.6,mb,50,246,3.654,0.66,us,us7000npg7,2024-11-02T20:51:43.987Z,"8 km SE of Āwash, Ethiopia",earthquake,14.45,1.999,0.084,42,reviewed,us,us
2024-11-01T20:01:14.785Z,36.221,70.5216,118.427,4.8,mb,170,34,2.212,0.82,us,us7000npg1,2024-11-02T15:23:39.040Z,"71 km ESE of Farkhār, Afghanistan",earthquake,8.43,5.228,0.042,175,reviewed,us,us
2024-11-01T18:55:29.365Z,8.9656,40.0827,10,4.6,mb,107,63,10.415,0.53,us,us7000npfn,2024-11-02T15:15:24.165Z,"9 km WSW of Āwash, Ethiopia",earthquake,10.19,1.867,0.056,98,reviewed,us,us
2024-11-01T17:19:13.455Z,-0.5368,125.8548,37.046,5.4,mb,235,18,1.994,0.6,us,us7000npf5,2024-11-02T17:22:30.589Z,"168 km N of Sanana, Indonesia",earthquake,5.91,4.379,0.04,214,reviewed,us,us
2024-11-01T14:16:51.139Z,35.8463,140.81,43.395,4.6,mwr,72,121,2.215,0.69,us,us7000npc6,2024-11-01T14:59:25.040Z,"12 km N of Hasaki, Japan",earthquake,7.45,5.024,0.071,19,reviewed,us,us
2024-11-01T12:12:11.036Z,25.4208,142.5134,10,4.7,mb,28,132,1.694,0.64,us,us7000npbu,2024-11-02T10:50:24.040Z,"Volcano Islands, Japan region",earthquake,10.26,1.74,0.121,21,reviewed,us,us
2024-11-01T08:48:09.601Z,-2.7306,139.4136,34.058,4.9,mb,31,73,1.306,0.91,us,us7000npbh,2024-11-01T09:07:09.040Z,"136 km W of Abepura, Indonesia",earthquake,8.85,5.356,0.092,37,reviewed,us,us
2024-11-01T08:33:54.707Z,-9.3918,108.8482,18.804,4.6,mb,25,81,2.254,0.93,us,us7000npbg,2024-11-01T08:54:48.040Z,"185 km S of Cilacap, Indonesia",earthquake,7.73,5.162,0.132,17,reviewed,us,us
2024-11-01T08:24:01.601Z,25.2909,142.669,10,4.7,mb,44,125,1.849,0.74,us,us7000npbf,2024-11-01T08:46:48.040Z,"Volcano Islands, Japan region",earthquake,11.1,1.905,0.079,49,reviewed,us,us
2024-11-01T06:53:07.319Z,-23.367,-175.58,49.599,4.9,mb,25,187,6.235,0.72,us,us7000npb8,2024-11-01T07:22:56.040Z,"233 km SSW of ‘Ohonua, Tonga",earthquake,13.23,12.219,0.122,21,reviewed,us,us
2024-11-01T05:38:14.931Z,56.3261,-34.0639,10,5.4,mww,129,35,8.803,0.75,us,us7000npb7,2024-11-02T05:41:50.996Z,"Reykjanes Ridge",earthquake,7.38,1.882,0.052,35,reviewed,us,us
2024-11-01T05:29:02.397Z,-21.1522,-67.9054,165.642,4.9,mb,61,41,1.4,1.13,us,us7000npb4,2024-11-01T05:44:06.040Z,"37 km ENE of Ollagüe, Chile",earthquake,6.44,6.826,0.061,84,reviewed,us,us
2024-11-01T05:24:10.715Z,-18.946,169.1294,229.141,4.6,mb,40,55,3.973,0.86,us,us7000npb3,2024-11-01T06:08:22.040Z,"67 km NNW of Isangel, Vanuatu",earthquake,9.82,6.805,0.061,81,reviewed,us,us
2024-11-01T04:18:52.796Z,29.2769,130.3249,41.042,4.7,mb,39,121,2.228,0.72,us,us7000npax,2024-11-01T04:48:01.040Z,"107 km S of Yudomari, Japan",earthquake,9.62,8.114,0.085,42,reviewed,us,us
2024-11-01T03:00:55.707Z,4.3721,98.1944,10,4.5,mb,21,55,1.506,0.8,us,us7000npai,2024-11-01T21:08:10.040Z,"27 km ESE of Langsa, Indonesia",earthquake,5.71,1.871,0.15,13,reviewed,us,us
